,created_at,text,reply_count,retweet_count,favorite_count,topic
140,Fri Jan 01 00:37:15 +0000 2021,Why 2021 will be turning point for tackling #climatechange - Countries only have only a limited time in which to act if the world is to stave off the worst effects of climate change. Here are five reasons why #2021 could be a crucial year. #GlobalWarming.  https://t.co/2RcfoGmBNo,0,0,0,
141,Fri Jan 01 00:37:04 +0000 2021,"Not wanting to be kill joy or anything but whenever I see 20XX balloons, smell new year smoke, and hear the sound of firecrackers, I feel the ozone layer getting thinner and thinner, and taste Climate Change even more.",0,0,11,
142,Fri Jan 01 00:36:21 +0000 2021,Want to fight climate change? I just signed up for @TreeCardApp: first wooden debit card 🌳powered by @Ecosia 💚80% of profits to responsible reforestation. Sign up now and they'll plant 3 trees  #plantchange #woodendebitcard https://t.co/9rPZW0wcTp 來自 @TreeCardApp,0,0,0,
143,Fri Jan 01 00:36:18 +0000 2021,"I was reading a science article which said: “Estimates from Sayedi's team suggest that subsea #permafrost is already releasing substantial amounts of #greenhouse gas. However, this release is mainly due to ancient climate change rather than current human activity.”",1,1,3,
144,Fri Jan 01 00:35:56 +0000 2021,Men are contributing to global warming.,0,0,0,
145,Fri Jan 01 00:35:50 +0000 2021,ok but is using energy on a light up turtle in the sky the best way to raise awareness of climate change,0,0,1,
146,Fri Jan 01 00:35:42 +0000 2021,"I haven’t watched Coronation Street in a very long time, sad to see climate change has caught up with it https://t.co/KOuP5wDIcD",0,0,2,
147,Fri Jan 01 00:35:41 +0000 2021,Looking forward to Australia dealing with climate change (which will make COVID look like a stroll in the park) in the absence of a functioning federal government and with the states openly despising each other.,1,1,34,
148,Fri Jan 01 00:35:40 +0000 2021,"This is school kid
Octavio Ramaswamy ready to address the issue of global warming and covid-19.
Thanks and regards https://t.co/qeHG2EiG5S",0,0,1,
149,Fri Jan 01 00:35:22 +0000 2021,COP26 in my hometown Glasgow this year too - here’s hoping we can take the problem of global warming seriously for once.,0,1,0,
150,Fri Jan 01 00:35:20 +0000 2021,"I'm cheap.
But there's this thing called climate change, and it's, like, really bad.
So, I made a year-end donation to @NRDC, which is fighting to protect our future. 
You know donating must be important because, as I already said, I'm cheap. #HappyNewYear https://t.co/6rtu2ydThQ",0,0,0,
151,Fri Jan 01 00:35:04 +0000 2021,"I dread the day we solve Climate change because on the day they announce the news, David Attenborough will emerge from the shadows, turn to the cameras &amp; utter the phrase ""My work here is done"", before transforming into starlight and rose petals and being blown away by the wind.",0,0,5,
152,Fri Jan 01 00:34:38 +0000 2021,"I learned about this when I was little. I remember reading that pandemics would be frequent &amp; possibly more lethal due to climate change. I was like 9.I didn’t understand
I trusted that “adults” would fix things. Those adults have failed me &amp; future generations. It’s up to us now https://t.co/bGdK30roYf",0,0,1,
153,Fri Jan 01 00:34:04 +0000 2021,"Climate Change, Hoarders Responsible For High Cost Of Nigerian Rice - https://t.co/OQxIaysjkT",0,0,0,
154,Fri Jan 01 00:33:48 +0000 2021,"Climate Change Is Complex. We’ve
Got Answers to Your Questions.
We know. Global warming is daunting. So here’s a place to start: 17 often-asked questions with some straightforward answers. #climatechange
https://t.co/w6dhOSrWbD",0,0,0,
155,Fri Jan 01 00:33:28 +0000 2021,Wishing health and happiness in 2021 to everyone who doesn't obstruct action on climate change,11,52,627,
156,Fri Jan 01 00:32:47 +0000 2021,"Start your 2021 with an uplifting, hopeful, realistic film about how regenerative agriculture can actually sequester carbon &amp; quickly help reverse climate change. https://t.co/4QbzrLud8E",0,0,1,
157,Fri Jan 01 00:31:33 +0000 2021,the irony of david attenborough talking about climate change over fireworks. lord,0,0,3,
158,Fri Jan 01 00:31:08 +0000 2021,Why 2021 will be turning point for tackling climate change https://t.co/VJJ4057Zpo,0,0,1,
159,Fri Jan 01 00:30:54 +0000 2021,"The New Years fireworks show in London honoured and acknowledged NHS, Black Lives Matter, and climate change, alongside some amazing drone, laser, and firework theatrics across the city. Can't imagine anything like that happening in the States.

https://t.co/0plVJXUn49",0,0,2,
160,Fri Jan 01 00:30:47 +0000 2021,"Citing 'Moral Duty to Take Radical Action,' Over 700 Scientists Endorse Mass Civil Disobedience to Fight Climate Crisis https://t.co/18nztRHcDb",0,0,1,
161,Fri Jan 01 00:29:43 +0000 2021,"David Attenborough speaking about climate change is worth nothing unless WE LIVE IT. Hear his cries, live them, stope buying fast fashion, stop the excessive use of plastic. 2021 let’s do it ✊🏻",0,0,1,
162,Fri Jan 01 00:29:18 +0000 2021,The moment of chucking plumes in the atmosphere while dubbing a quote of Attenborough warning us on climate change reminded me of this Peter Kay song we can’t call for #ClimateAction if we not serious and doing it satirically https://t.co/5HYrKAuLef,0,1,0,
163,Fri Jan 01 00:28:42 +0000 2021,"I’m watching @JoeBiden introductions of the key members of his climate change team. I would normally think SO boring, but today it’s so soothing. Listening to intelligent &amp; reasonable reasonable people. #hope",1,0,1,
164,Fri Jan 01 00:27:28 +0000 2021,"Today's blog is an intro to #climatechange and #disability - what's happening in the climate and how it affects our community. Enjoy!

#disabilityinclusion #ClimateCrisis #ClimateAction 

https://t.co/u1f6hq1CxX",0,0,3,
165,Fri Jan 01 00:27:04 +0000 2021,Why 2021 will be turning point for tackling climate change https://t.co/7EBUmUjEsd,0,0,0,
166,Fri Jan 01 00:27:02 +0000 2021,Why 2021 will be turning point for tackling climate change https://t.co/dydxVpDMbq,0,0,2,
167,Fri Jan 01 00:26:47 +0000 2021,The most depressing year in many people’s memories. And a firework display about climate change. Hashtag no. https://t.co/hLz75KKsgg,16,18,198,
168,Fri Jan 01 00:26:42 +0000 2021,"Cabinet papers 2000: the Coalition before climate denialism, but on the path to offshore detention https://t.co/CnzLVbJw9G via @ConversationEDU 
On (in)action on climate change, we owe it all to Minchin (not Tim!)",0,0,1,
169,Fri Jan 01 00:26:14 +0000 2021,"THE YEAR IN CLIMATE.
2020 was a crisis year: a pandemic, economic turmoil, social upheaval. And running through it all, #climatechange. Here’s some of the best reporting from The Times’s Climate Desk.
https://t.co/BJurQnFF6p",0,0,0,
170,Fri Jan 01 00:26:04 +0000 2021,Why 2021 will be turning point for tackling climate change https://t.co/NPh9PlcYMc,0,0,0,
171,Fri Jan 01 00:25:36 +0000 2021,"Lions are also highly endangered due to habitat destruction, climate change, &amp; hunting

Maybe 20,000 left in the world where once there was  at least 10 times that 

Also female lioness does ALL the work and the male just comes in, throws his weight around, eats first,then sleeps https://t.co/Sxtz3nrvXU",0,0,0,
172,Fri Jan 01 00:25:16 +0000 2021,2020 Was a Year of Climate Extremes. What Can We Expect in 2021? #SmartNews  https://t.co/2igQ87aiim,0,0,0,
173,Fri Jan 01 00:25:16 +0000 2021,ITS LITERALLY CALLED PERMAFROST AND ITS MELTING HOW THE FUCK DO PEOPLE STILL NOT BELIEVE IN GLOBAL WARMING??? P E R M A F R O S T https://t.co/ukpk5jsPeY,0,0,1,
174,Fri Jan 01 00:24:59 +0000 2021,Joe Biden should do everything at once https://t.co/b9t6WDMGvZ,0,0,0,
175,Fri Jan 01 00:24:49 +0000 2021,"In 2020 I think we need to hire TRAs as consultants. We failed to open the eyes of the world about things like climate change, which is real and proven. They succeeded in convincing the world of woo woo ideas that a man can be a woman, etc. Will they run our campaigns for $?",0,0,5,
176,Fri Jan 01 00:24:48 +0000 2021,"I just heard from a friend already living in 2021 and according to him the world is fixed. All of it. Global warming, COVID-19, even world hunger; all of it's gone. We do it, we get it done!",0,0,1,
177,Fri Jan 01 00:24:30 +0000 2021,"If you have read Sonia Shah's book Pandemic, you would realize that this is not a joke. Because of climate change and other factors such a deforestation in the Amazon, she predicts we will have more pandemics and a narrower gap between them.  She wrote her book in 2016. https://t.co/6fRylZSBvJ",1,1,3,
178,Fri Jan 01 00:24:23 +0000 2021,Fire Regime and Climate Change Impacts https://t.co/UwhzTI3tCG,1,0,0,
179,Fri Jan 01 00:23:48 +0000 2021,#ClimateChange #COP26  Why 2021 will be turning point for tackling climate change https://t.co/hVzkuVuaHL,0,0,1,
180,Fri Jan 01 00:23:42 +0000 2021,"This is day three of reminders that the WHO has declared anthropogenic climate change to be ""the greatest threat to global health in the 21st century."" We encourage you to look into solar power as an alternate source of energy if you can afford it.",0,0,3,
181,Fri Jan 01 00:23:31 +0000 2021,"I look forward to death, I can't stand watching this shitshow every year, countries destroying themselves, pollution for the rich 1%, ignorance all around, ableism, climate change, stupid by a stupidly large percent of humanity, woe is planet Earth.",0,0,1,
182,Fri Jan 01 00:23:29 +0000 2021,"2020 was meant to be the year of climate action. Instead, it crowned a wasted decade https://t.co/R0I78PSHYd",0,0,0,
183,Fri Jan 01 00:23:07 +0000 2021,༼    ☯﹏☯༽⊃ ━☆            A hex on climate change deniers to cover their skin with blood.,0,0,0,
184,Fri Jan 01 00:22:45 +0000 2021,"Scott Morrison’s timid incrementalism on full display. His pissweak tokenism and tinkering is precisely what we don’t need to solve the big issues: COVID, climate change, economic recession, social disadvantage, racial inequality, asylum seekers. #auspol #oneandfree #COVID19 https://t.co/PG271wfQ0X",0,1,1,
185,Fri Jan 01 00:21:47 +0000 2021,Why 2021 will be turning point for tackling climate change https://t.co/ajFRXRfqDd via @BBCNews,0,0,0,
186,Fri Jan 01 00:21:29 +0000 2021,Why 2021 will be turning point for tackling climate change https://t.co/l6nQwio8S4,0,0,0,
187,Fri Jan 01 00:21:26 +0000 2021,"It was heart warming to see the London fireworks appreciate BLM, Pride, Climate Change and the NHS. 2021 needs to be the year of change, hope and inclusivity ❤ 

Happy New Year everyone ✨",0,0,13,
188,Fri Jan 01 00:21:17 +0000 2021,"2021. 
I wish for people to take the pandemic and climate change seriously. 
I wish black, trans, gays, muslims etc. are remembered by name and not what they are born with/ believe in. 
I wish that people understand that everyone is valid. 
Most of all. I wish you are happy ❤️",31,23,308,
189,Fri Jan 01 00:20:56 +0000 2021,This is one of the most disturbing issues concerning the consequences of climate change https://t.co/qjCiuBYbtq,0,0,0,
190,Fri Jan 01 00:20:19 +0000 2021,"Ending the year wanting to die, arguing climate change with my dad, oddly fitting for 2020. Here's to a new, better year! We're counting on you 2021, the bar is really low you can do it.",0,0,0,
191,Fri Jan 01 00:20:02 +0000 2021,"Random Dumber: 2020 - A Year In Posts: January, Climate Change, Tech Takeovers, A New Apple Keyboard And A Pandemic Prediction... https://t.co/4FhOrd9WE3 https://t.co/z5bN2W9KiK",0,0,0,
192,Sat Oct 30 17:25:25 +0000 2021,".@shakira I'm a fan who cares deeply about the climate crisis. Our planet needs stars like you to take a stand, so I urge you to attend the next #ClimateProtest in your area and post about it! With your help, we CAN solve climate change!",0,0,0,
193,Sat Oct 30 17:23:49 +0000 2021,Bells have traditionally been used to signal times of celebration and crisis. The bells in #LongAshton are ringing tonight on the eve of #COP26 to signal the threat to Creation presented by the climate crisis and a call for justice for our shared home. #RingforClimate,0,0,7,
194,Sat Oct 30 17:23:40 +0000 2021,"“people must stop blaming themselves for the climate crisis. Instead, it’s time to band together to seek justice and hold these profiteers accountable. Only in calling out their power and culpability is it possible to reclaim the world that belongs to all of us, together.” https://t.co/SwYexen7Jl",1,0,0,
195,Sat Oct 30 17:22:47 +0000 2021,"""These companies knew and lied about their product's role in the climate crisis, they continue to deceive, and they must be held accountable.""

https://t.co/ZkkAcYBweU via @commondreams",0,0,0,
196,Sat Oct 30 17:22:43 +0000 2021,"Pope Francis called on world leaders to develop ""effective responses"" to the climate crisis  https://t.co/VXGf4H9FxL",0,0,1,
197,Sat Oct 30 17:20:25 +0000 2021,".@ConanOBrien I'm a fan who cares deeply about the climate crisis. Our planet needs stars like you to take a stand, so I urge you to consider donating your time or money to organizations fighting the climate emergency. With your help, we CAN solve climate change!",0,0,0,
198,Sat Oct 30 17:19:15 +0000 2021,"Biden thanks Pope Francis for speaking up for the poor, fighting climate crisis

https://t.co/FJQvWB9yzg
via @CatholicNewsSvc https://t.co/yBI15pvAYJ",0,0,2,
199,Sat Oct 30 17:19:08 +0000 2021,"For those of you who are francophones, I give you this student's translation of greenhouse gases. https://t.co/AWpyOQCfaA",2,0,3,
200,Sat Oct 30 17:18:53 +0000 2021,"RT ninaturner: RT @RepEspaillat: Minority communities are disproportionately suffering from the climate crisis and increased natural disasters.

Climate Justice must be a focal point this week’s #COP26 Climate Conference conversations. https://t.co/xI7ztr1uuT",0,2,2,
201,Sat Oct 30 17:18:35 +0000 2021,"When it rains its violent,when it shines it burns,we aught to create answers before it's too late https://t.co/LLeWaDx5ul",0,0,0,
202,Sat Oct 30 17:18:13 +0000 2021,".@ladygaga I'm a fan who cares deeply about the climate crisis. Our planet needs stars like you to take a stand, so I urge you to consider donating your time or money to organizations fighting the climate emergency. With your help, we CAN solve climate change!",0,0,0,
203,Sat Oct 30 17:18:04 +0000 2021,".@coldplay I'm a fan who cares deeply about the climate crisis. Our planet needs stars like you to take a stand, so I urge you to consider donating your time or money to organizations fighting the climate emergency. With your help, we CAN solve climate change!",0,0,0,
204,Sat Oct 30 17:17:27 +0000 2021,"The climate crisis is a child rights crisis 🚨. To protect future generations, I signed @UNICEFuk_action petition asking the UK Government to join the @IYCM Declaration on Children, Youth &amp; Climate Action 🌍💙 Join me and sign here: https://t.co/qQ5QFajt3i ✍️",0,0,0,
205,Sat Oct 30 17:17:25 +0000 2021,COP26 in Glasgow marks countries’ latest attempt to reduce global greenhouse gas emissions https://t.co/WrEd1wIsRB,0,0,0,
206,Sat Oct 30 17:17:24 +0000 2021,".@ciara I'm a fan who cares deeply about the climate crisis. Our planet needs stars like you to take a stand, so I urge you to consider donating your time or money to organizations fighting the climate emergency. With your help, we CAN solve climate change!",0,0,0,
207,Sat Feb 20 17:58:39 +0000 2021,Join me in supporting Bernie Sanders via @actblue https://t.co/KhDPlo1cSX,0,0,0,
208,Sat Feb 20 17:58:28 +0000 2021,"Free entertainment for Tuesday evening!!!
https://t.co/XCSPAVmdCn",0,0,1,
209,Sat Feb 20 17:56:56 +0000 2021,"When asked how to reduce ice melt, Walter Immerzeel, a professor at Utrecht University, answered, “the only real option is to reduce greenhouse gas emissions ASAP""
#GlobalCarbonFeeAndDividendPetition
https://t.co/AUSLC668Ug",0,1,1,
210,Sat Feb 20 17:56:20 +0000 2021,"Neanderthals died out after Earth's magnetic poles flipped, causing a climate crisis 42,000 years ago, a study says https://t.co/mBL1WrCEOH via @Yahoo",0,0,0,
211,Sat Feb 20 17:55:00 +0000 2021,"Deeply - Deeply _Deeply Unprepared 

https://t.co/YFzjWY97de

@CLIMATEMAMA @CleanAirMoms @SLKath @ShelbyKStewart @bobbi2124 @LegionBobo @BiglyPrez @henseljim1 @HarryPotterMAGE @Bellatrixx2020 @LyndaPole @HNTurtledove @hushnowlilbaby @KayKosmos @seth_leitman",3,10,15,
212,Sat Feb 20 17:54:01 +0000 2021,"Stronger Social Infrastructure Will Help Working Families Overcome the Climate Crisis: Our Daily Planet https://t.co/ha7mfyke5z

MORE w/ EcoSearch: https://t.co/V7mR3PDHym",0,0,0,
213,Sat Feb 20 17:53:12 +0000 2021,GCSE 9.2 The Greenhouse Effect and Climate Change https://t.co/MhJxECXy33 via @YouTube,0,0,0,
214,Sat Feb 20 17:52:04 +0000 2021,"(Another) Nine Years to Avert Climate Crisis, Says Biden’s Green Envoy Kerry https://t.co/IOMYdDYHLc https://t.co/EboGtVWden",0,0,0,
215,Sat Feb 20 17:50:50 +0000 2021,"Highly recommend this episode - on Covid, climate crisis, capitalism  https://t.co/pQ4UEQ4NnX",1,0,6,
216,Sat Feb 20 17:50:18 +0000 2021,"The fashion industry is the second largest polluter in the world, coming second to the oil sector. 20% of industrial water pollution stems from textile development and this booming industry emits 1.2 billion tonnes of greenhouse gas emissions a year. https://t.co/fUJ1UAXDWn",0,0,1,
217,Sat Feb 20 17:49:57 +0000 2021,"Are you feeling the impact of climate change? Do you think that engineers and the engineering body can be the leader in finding solutions to mitigate the climate crisis issue?  Join a panel discussion Monday February 22 from 7 pm - 8:30 pm. Register at:
https://t.co/zhFjtxNyDA",0,0,0,
218,Sat Feb 20 17:49:56 +0000 2021,"Are you worried about the effects on climate change on health? Want to learn more about the concept of planetary health?

If so, come to our free online event on Thursday 25th February at 18.00: https://t.co/6CSH6p85xh https://t.co/2dWYSWz1qe",0,0,3,
219,Sat Feb 20 17:49:16 +0000 2021,"""Blackouts in Texas and California have revealed that power plants can be strained and knocked offline by the kind of extreme cold and hot weather that climate scientists have said will become more common as greenhouse gases build up in the atmosphere.""

https://t.co/mIwx5xhPBd",0,0,2,
220,Sat Feb 20 17:48:48 +0000 2021,"Neanderthals may have died out after Earth's magnetic poles flipped, causing a climate crisis 42,000 years ago, a study says https://t.co/u0UIKPMEPs via @Yahoo",0,1,0,
221,Sat Feb 20 17:47:52 +0000 2021,So are we gonna start taking the Climate Crisis seriously yet now that Americans are dying too? Or is it still too inconvenient?,0,0,0,
222,Wed Mar 17 21:56:30 +0000 2021,"-  seabed trawling releases 600m-1500m tonnes of CO2 per year from marine sediment
- air travel releases 918m tonnes p/y
- marine sediments are the largest global carbon store
- 7% of the ocean are protected areas but only 2.7% are fully protected
https://t.co/LqiI0sUbex",1,5,10,
223,Wed Mar 17 21:56:16 +0000 2021,"TOMORROW: Discussion + Q &amp; A: Poetry &amp; the Climate Crisis. Ahead of their Friday reading, Dr. Craig Santos Perez, Mona Lisa Saloy, and Brian Teare will discuss issues surrounding the climate crisis and their intersection with writing and creative practice

https://t.co/roP4Sto1si https://t.co/Z0YDUZEcvG",0,3,16,
224,Wed Mar 17 21:55:43 +0000 2021,Which is worse for #carbonemissions? Bottom trawling or aviation? And which country is 1 of the 10 worst offenders? #fishing @AlokSharma_RDG @COP26 @mcsuk  https://t.co/6omaVdULgb,0,1,1,
225,Wed Mar 17 21:55:04 +0000 2021,The #electric overhaul is coming! Here’s how companies are preparing themselves to tackle the climate crisis: https://t.co/P7QCmrpfIs #HitachiInnovation https://t.co/EhdrCvzzDs,0,0,0,
226,Wed Mar 17 21:54:58 +0000 2021,Agricultural fertilizer is a major source of greenhouse gas https://t.co/jdbcPSkfMg,0,0,0,
227,Wed Mar 17 21:54:55 +0000 2021,Bottom trawling releases as much carbon as air travel. https://t.co/QdfDgU6fxW,0,0,0,
228,Wed Mar 17 21:54:43 +0000 2021,"This is a big news. So much damage has been done by trawling, now we know it is even more devastating than we had thought. Bottom trawling releases as much carbon as air travel, landmark study finds  https://t.co/ycuk5KMpsg",0,2,3,
229,Wed Mar 17 21:53:31 +0000 2021,"Hey friends! Are you (or do you know) a young person ready to take climate action? Keen to share how the climate crisis makes you feel? 

Send me a DM as we'd love to feature you on Se2 of the Force of Nature podcast, alongside the world's biggest change-makers ✨",5,20,23,
230,Wed Mar 17 21:48:47 +0000 2021,"People who destroy millions acres of forest and the eco systems that are the very foundation of life on Earth itself are not even regarded as criminals
""To stop climate disaster, make ecocide an international crime""   | Jojo Mehta and Julia Jackson https://t.co/04xYqkklom",0,36,55,
231,Wed Mar 17 21:48:32 +0000 2021,"“Ocean life has been declining worldwide because of overfishing, habitat destruction and climate change,” said Dr Enric Sala #BottomTrawling #Habitat #Destruction  https://t.co/rUCk47T5c0",0,0,0,
232,Wed Mar 17 21:48:14 +0000 2021,"Bottom trawling releases as much carbon as air travel, landmark study finds  https://t.co/atkuRWpInD",0,0,0,
233,Wed Mar 17 21:47:27 +0000 2021,"Bottom trawling releases as much carbon as air travel, landmark study finds https://t.co/emUTFDRVh1",0,0,0,
234,Wed Mar 17 21:46:54 +0000 2021,This new 101-kilowatt system will help offset power consumption at Devon's Dale Fisher Arena while also working to reduce greenhouse gas emissions. Congratulations @TownofDevon! #abmuni #albertasolar #solarenergy https://t.co/lIEBojdQC3,1,2,3,
235,Wed Mar 17 21:41:14 +0000 2021,"First study of all Amazon greenhouse gases suggests the damaged forest is now worsening climate change
 https://t.co/54d7S17ayM",0,0,0,
236,Wed Mar 17 21:40:54 +0000 2021,Global Sand Mining Is Destroying the Planet and Costing Lives https://t.co/vQI7Z9CbEY,0,0,0,
237,Wed Apr 28 08:57:04 +0000 2021,"“Transport is the UK's largest emitter of greenhouse gases. While emissions from energy supply have fallen by 60% since 1990, emissions from transport have fallen by just 2%. We can do better! #VoteGreen #votefuture #thegreenparty https://t.co/vREkWI9Kmu",0,1,1,
238,Wed Apr 28 08:55:16 +0000 2021,"Washington Legislature approves caps on carbon pollution and greenhouse gas emissions, giving big win to Inslee, environmentalists https://t.co/tZylG5qUh5 https://t.co/8yCy3Fjw3x",0,0,1,
239,Wed Apr 28 08:51:08 +0000 2021,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
EU commission calling to fight climate change but trying to gag plant based companies that reduce our carbon footprint
The clock is ticking we are heading towards climate crisis
#StopAM171
https://t.co/whdQFQAwwb",0,2,2,
240,Wed Apr 28 08:51:02 +0000 2021,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
Please take the climate crisis seriously and protect plant foods
Our future depends on it
#StopAM171
https://t.co/QHKASgLknT",0,0,1,
241,Wed Apr 28 08:50:14 +0000 2021,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
Please take the climate crisis seriously and protect plant foods
Our future depends on it
#StopAM171
https://t.co/FdQTlCWehy",0,1,1,
242,Wed Apr 28 08:49:20 +0000 2021,REITs Increasing Focus on Risks Due to Climate Crisis https://t.co/d1Ey9m39nH,0,0,0,
243,Wed Apr 28 08:47:56 +0000 2021,"Thx for sharing the buzz! @HNMagazine1 

""Since its launch in 2019, Avallen has set out to take action against the climate crisis by setting new benchmarks for sustainability in the drinks industry and giving back more than it takes."" 👇

https://t.co/ZwxzOIJKfy",0,2,3,
244,Wed Apr 28 08:46:45 +0000 2021,"So this is my third article about brands &amp; consumer culture in the context of the climate crisis 😬

I wrote about how the focus on the symbolic aspect of brands has erased the very real and material aspects of consumption. Give it a read if you fancy

https://t.co/k9eMmcJyh9",0,1,8,
245,Wed Apr 28 08:45:30 +0000 2021,"Wait, what? What about our planet &amp; the climate crisis Hawaii is facing according to the media? Cutting down trees just because some Karen complained 261 times? So there you have it folks, there really is no climate change crisis in HI if they’re cutting down trees. https://t.co/2SmNxnrdJ0",1,0,2,
246,Wed Apr 28 08:44:31 +0000 2021,Today is the 1st day of the @EUROCITIES  Environment Forum. As the Viennese Executive City Councillor for climate I am looking forward to building even stronger networks with the members of the Eurocities network to overcome the climate crisis. #eef #peopleandplanet,3,9,15,
247,Wed Apr 28 08:44:11 +0000 2021,The European Union is supporting Regenerating Agriculture systems that sequester CO2 to mitigate the climate crisis https://t.co/aHK5t7p90c @regeneration_in @OrganicConsumer @soil4climate @GenEngNetwork @drvandanashiva @RegenAgAlliance @RodaleInstitute https://t.co/ygkgPYKvwV,2,4,17,
248,Wed Apr 28 08:42:48 +0000 2021,How to make sure your money is not funding the climate crisis #ClimateAction #ClimateEmergency #ClimateActionNow  https://t.co/iJi2MNYug3,0,0,0,
249,Wed Apr 28 08:40:34 +0000 2021,".@TimmermansEU @CharlesMichel @EUcouncil @2021PortugalEU
EU commission calling to fight climate change but trying to gag plant based companies that reduce our carbon footprint
The clock is ticking we are heading towards climate crisis
#StopAM171
https://t.co/VEczsjnOlg",0,0,1,
250,Wed Apr 28 08:37:06 +0000 2021,"It makes no sense to cut the UK aid budget that provides clean, safe drinking water &amp; sanitation to the world's poorest people, and especially during a global pandemic &amp; climate crisis, it is indeed a savage act @WaterAidUK @oxfamgb @ONECampaign @PlanUK  https://t.co/jeHPGqw1hg",0,2,8,
251,Wed Apr 28 08:35:46 +0000 2021,Thank you Taehyung for helping me not have a panic attack over work/the climate crisis,0,0,0,
252,Wed May 19 03:58:38 +0000 2021,"Texas Republicans voted to extend a $10 billion subsidy program for profitable oil/gas corporations during the climate crisis — and then Texas GOP Gov. @GregAbbott_TX cut 1.3 million people off jobless benefits, insinuating that they don’t need help https://t.co/zNs32vcSPg",5,53,120,
253,Wed May 19 03:55:05 +0000 2021,if we arent gonna stop the climate crisis we should at least make assisted suicide very legal,0,0,4,
254,Wed May 19 03:50:52 +0000 2021,"Solving climate crisis will require 'total transformation' of global energy use, IEA report says https://t.co/8JvqfGQrYG via @Yahoo",0,0,0,
255,Wed May 19 03:44:48 +0000 2021,"✊
The @bundesbank must not block the European Central Bank from addressing the climate crisis 🚫

Tell the Bundesbank to stop blocking efforts to #EndFossilFinance &amp; instead support climate action!

SIGN &amp; SHARE: https://t.co/qAFqSyCPal",0,0,0,
256,Wed May 19 03:40:33 +0000 2021,'Tree #farts' from a ghost forest are adding to #greenhouse gases https://t.co/zusJurR0bk 🌲🤔,0,0,0,
257,Wed May 19 03:37:12 +0000 2021,"Solving climate crisis will require 'total transformation' of global energy use, IEA report says https://t.co/dRh4CYRs6F via @YahooNews",0,0,0,
258,Wed May 19 03:28:33 +0000 2021,"“When you talk to younger conservatives, the issue of #climate is No 1 or 2, but for older generations that’s not the case. It’s important for the future of our country and the party we stop viewing it as a partisan issue.” https://t.co/KMBQgbJSUG",0,0,0,
259,Wed May 19 03:28:24 +0000 2021,"Join me, and demand your state legislators and Governor Pritzker that we must act now to address the climate crisis and supercharge our transition to a clean energy future! https://t.co/y7U37KXCZb",0,0,0,
260,Wed May 19 03:23:53 +0000 2021,"https://t.co/Al95bK6oXF

Hell bio-engineer Fungi to sequester greenhouse gases",0,0,0,
261,Wed May 19 03:21:38 +0000 2021,"How we talk about the #ClimateCrisis is increasingly crucial to tackling it

Our emotional register – how ‘doomy’ or ‘hopeful’ we are – will inevitably shape the policies we put forward

https://t.co/4sz0NKQQNG",1,0,0,
262,Wed May 19 03:20:47 +0000 2021,"#ExxonMobil advertisements blame #climatechange on ""demand"" and consumer ""needs"".

Internal documents, however, say #FossilFuels and ""#carbondioxide"" cause the #ClimateCrisis . https://t.co/fGTZERPeHP",0,0,0,
263,Wed May 19 03:20:43 +0000 2021,There is no climate crisis. CO2 is good for growing food and feeding the world https://t.co/cBfmUdiW9t,0,0,0,
264,Wed May 19 03:19:43 +0000 2021,Could rich people be the answer to the climate crisis? https://t.co/10eCHCv7Lk,0,0,0,
265,Wed May 19 03:19:13 +0000 2021,"Twenty companies are responsible for producing more than half of all the single-use plastic waste in the world, fuelling the climate crisis and creating an environmental catastrophe, new research reveals.@guardianeco @ToxicsFree
@ciel_tweets
https://t.co/LuHeqAhwqu",0,7,14,
266,Wed May 19 03:17:31 +0000 2021,Greenhouse gases are shrinking the stratosphere - https://t.co/TpSJg0aGFx https://t.co/QtaZKA0Hkm,0,0,0,
267,Wed Jun 30 19:20:20 +0000 2021,"Ontario needs a plan to phase out gas-fired power by 2030 if it is serious about addressing our climate crisis and doing its share. https://t.co/gHTqnb1yVO 
Doug Ford doesn't care about the environment or clean air. He ripped out wind turbines and EV recharging stations.",0,0,0,
268,Wed Jun 30 19:20:06 +0000 2021,"Finland's new Arctic policy places climate crisis as top priority
https://t.co/3QBuAfuimn",0,4,5,
269,Wed Jun 30 19:19:23 +0000 2021,Joe Biden blames climate crisis for deadly heatwave in western US and Canada https://t.co/uoWIzogJ4k,0,3,9,
270,Wed Jun 30 19:18:43 +0000 2021,We're so fortunate to have @HeatherMcTeer break down for us exactly what's missing from the infrastructure bill when it comes to fighting the #ClimateEmergency https://t.co/M4B5puW7t6,0,1,3,
271,Wed Jun 30 19:18:32 +0000 2021,"B.C.'s heat wave: Intense weather event is linked to climate crisis, say scientists https://t.co/TXmlWUSH8J",0,1,0,
272,Wed Jun 30 19:18:03 +0000 2021,"Big Oil and Gas Kept a Dirty Secret for Decades.  

Via an unprecedented wave of lawsuits, America’s petroleum giants face a reckoning for the devastation caused by fossil fuels

https://t.co/CgW7pVGgRL https://t.co/YqxSAm1fWj",0,0,0,
273,Wed Jun 30 19:17:04 +0000 2021,"The climate crisis isn't some hypothetical problem in the future, and it isn't something that'll just affect our descendants. It's happening now. https://t.co/EuawI4dtrF",0,0,1,
