,created_at,text,reply_count,retweet_count,favorite_count,topic
4788,Wed Oct 20 21:22:27 +0000 2021,"AMAZING: Michigan Water Protectors are protesting #Line5 in Michigan and TURNED OFF the oil pipeline in protest.

""I know my life is in danger from the risk of a spill and from the contributions to climate change.""

#StopLine5 #StopLine3 #GreenNewDeal

https://t.co/F8ElX8unyv",0,5,11,
1135,Thu Jan 28 03:34:37 +0000 2021,"MyRepublica: Biden takes sweeping measures to curb climate change, vows job creation - https://t.co/jzwmkIeXF9",0,0,0,
5985,Mon Dec 06 19:40:45 +0000 2021,Indigenous activists on tackling the climate crisis: 'We have done more than any government' – video https://t.co/X6xWmZTqWL,0,0,0,
677,Wed Feb 17 02:36:03 +0000 2021,"One impact of climate change is that the number and severity of climate-related disasters is on the rise. With the warming of the planet, several factors combine to make extreme weather more common. https://t.co/2YWIG1BoY6",0,0,0,
1008,Thu Jan 28 03:53:43 +0000 2021,"Climate change is real. But, It's not man made. The Climate has been changing for Billions of year's. It's that simple. This man made shit is false. Period.",1,1,6,
4043,Mon Aug 09 00:03:30 +0000 2021,New UN report to set out stark reality of the climate crisis l Janaseva News https://t.co/wDZDlLgtph,0,0,0,
5721,Mon Nov 29 15:34:57 +0000 2021,An upcoming thesis defense that might be interesting for those working on (electric) mobility and climate change. Kevin is a brilliant researcher and the four papers he prepared (with our help) are quite impressive https://t.co/00WaYbHBlG https://t.co/CNwXGF7qyP,1,3,9,
3051,Tue Jul 13 22:34:50 +0000 2021,"A reminder that #ClimateAction includes advocating for climate adaptations. The truth of the matter is that the #ClimateCrisis is here, and we need to protect those who are most at risk of its devastating effects while we simultaneously target its causes. 
https://t.co/bLl1D5k2QI",0,1,2,
2763,Sun Jun 06 13:35:19 +0000 2021,"How to get ready to understand and adapt climate change? GEOLOGY, GEOLOGY, GEOLOGY
https://t.co/BLvjoMM9jF

Thanks @seis_matters for taking the time to prepare such entertaining Xmas lecture. 🌍🏔️🌋🌅",1,3,20,
3880,Mon Aug 09 00:37:56 +0000 2021,I once dated a woman who thought she could solve global warming by throwing dry ice in volcanoes. I have no standards.,0,0,1,
554,Wed Feb 17 02:44:57 +0000 2021,"IT IS CALLED CLIMATE CHANGE SOMETHING THAT YOU AND YOUR OWNER TRUMP DID WITH DRILLING TO MAKE MONEY FOR YOUR SELFISH HABITS AND LIFESTYLE.

""There's already methane emissions like you wouldn't believe in West Texas,"" Collins said.”https://t.co/p2USTYl97S https://t.co/2wO0vYHAYV",0,0,0,
5388,Sat Nov 06 12:18:45 +0000 2021,"Central heating was broken, so I asked the kids how to fix it, if the kids know how to fix climate change this would be easy I thought. They hadn't a clue obviously, they had plenty of opinions of course but after 2 nights sitting in the cold opinions are wearing thin!",0,0,0,
4068,Sun Aug 08 23:59:11 +0000 2021,Denver hit with worst air quality in the world as western wildfires continue to blaze https://t.co/P3aPnolJp9,0,0,1,
5313,Sat Nov 06 12:23:24 +0000 2021,Climate change is here 🥲🥲 https://t.co/p3uxiTgNgH,0,0,1,
5194,Sun Oct 17 21:06:37 +0000 2021,Joe Manchin an Kyrsten Sinema are planning on taking out all the climate change provisions for reconciliation this is only for greed bought and paid for we need to stop them and make them vote for climate change and voting rights everyone harassing https://t.co/kIPctrygll,0,0,1,
4829,Wed Oct 20 21:17:31 +0000 2021,"Pete Buttigieg Is Wrong: Regulations to Stop Global Warming Kill People - The climate regulations the Biden administration demands will kill people.
https://t.co/MChoK6SW0w",0,0,0,
5642,Mon Nov 29 15:45:37 +0000 2021,"Climate change is real and very serious, think of the Warrant Officers! https://t.co/JmeZCa3n8m",1,2,10,
5737,Mon Nov 29 15:32:51 +0000 2021,Read this in-depth feature by @russianabout on what lies ahead for planet Earth. https://t.co/Iuibftb2K9 via @myfairobserver #climatechange,0,2,1,
2338,Thu May 20 13:44:45 +0000 2021,I’ve got my heating on. climate change is real 🥶🥶 https://t.co/sW2BzGu8tu,0,1,1,
715,Wed Feb 17 02:34:07 +0000 2021,"One impact of climate change is that the number and severity of climate-related disasters is on the rise. With the warming of the planet, several factors combine to make extreme weather more common. https://t.co/oGDdsC7vwx",0,0,0,
3764,Tue Aug 31 00:14:54 +0000 2021,QUIT 👏 MAKING 👏 DRIVING 👏 THE 👏 EASY 👏 CHOICE! https://t.co/QV4GHBoKhK,0,2,12,
6063,Mon Dec 06 19:30:03 +0000 2021,"NPR: Storms, Hurricanes, and Climate Change : Short Wave.
https://t.co/hcsRwsWzjP",0,0,1,
593,Wed Feb 17 02:41:41 +0000 2021,I'm seen this both on Twitter and Facebook from conservative friends who are disingenuously campaigning against those who would like to see global warming and climate change fought with green energy. https://t.co/PbLcWhUye0,0,0,0,
2702,Sun Jun 06 13:50:04 +0000 2021,"The human species is so arrogant. We really think that we can stop #globalwarmingcoolingclimatechange 

Biology: Global warming, melting permafrost a vicious cycle that's getting worse https://t.co/F4wH1tfpX8 via @DispatchAlerts",0,0,1,
124,Fri Jan 01 00:44:38 +0000 2021,"Climate Change: Often-Loved Sometimes Aggresive, and Now on Amazon's Radar.",0,0,0,
1794,Wed Apr 07 07:56:11 +0000 2021,"""Combatting Climate Change in the Pacific. The Role of Regional Organizations"" by Marc Williams &amp; @DuncanMcDuieRa.

In her review, @sarinatheys says it gives a detailed account of the governance and shaping of regional &amp; global #climate politics. 

https://t.co/k3vxSGO9i0 https://t.co/7aFtqR6yu5",0,4,6,
2903,Tue Jul 13 22:57:57 +0000 2021,"A ""wobble"" in the moon's orbit may lead to record floods on Earth #SmartNews  https://t.co/RjFDkcRMRU",0,0,0,
571,Wed Feb 17 02:43:24 +0000 2021,Nice for bird watchers but no doubt some impacts of climate change.. Increased snowy owl sightings in Ottawa likely up this year because of tundra environment crash https://t.co/3P4vFFKxJc via @citynewsottawa,0,3,5,
5603,Mon Nov 29 15:51:02 +0000 2021,"Inspiring stuff from Labour. What is the messaging strategy, to just speak to the CBI? Voters are people, people living in a pandemic and climate crisis filled with uncertainty and this is it?!?! Embarrasing and irrelevant. https://t.co/TYA3Q7nOHn",0,0,0,
3785,Tue Aug 31 00:11:11 +0000 2021,This breaks my heart.. the climate crisis is absolutely terrifying… https://t.co/goOiym5ncc,0,3,11,
3136,Tue Jul 13 22:22:21 +0000 2021,I’m cool but global warming made me hot.,0,0,0,
1753,Fri Mar 26 05:56:09 +0000 2021,"We’re All Learning to Love Jellyfish Now, Thanks to Climate Change https://t.co/WhRnKy1Dy0 via @Eater -- 😐",0,0,0,
4163,Wed Sep 01 09:48:54 +0000 2021,"The Intergovernmental Panel on Climate Change does not conduct original research, rather it goes trough the relevant published literature and creates detailed reports to help everybody understand.

Follow them here on Twitter to stay informed 👇🏻 https://t.co/QnSZk2zWoZ",0,0,0,
3258,Tue Jul 13 22:48:22 +0000 2021,cannot be allowed in a room where climate change is being discussed i become too volatile,2,0,2,
4952,Wed Oct 20 21:05:52 +0000 2021,Climate change hurts everyone. No matter where you live. Especially the most vulnerable people. https://t.co/JMwLYQiRFw,0,0,0,
1828,Wed Apr 07 07:50:44 +0000 2021,"The failures of the vaccine order and rollout are a brutality hoisted on the Australian people - just like the bastardry of Robodebt, the constraint of wages growth, the failures in supporting those impacted by extreme weather / climate change. The LNP are bastards #auspol https://t.co/f8BkTqgE1z",0,1,0,
4122,Wed Sep 01 09:55:26 +0000 2021,"Financial repression 101. 

Let the financial elites' wealth managers buy up all the hard assets with free money before inflating away that debt with negative real interest rates.

Next up: Credit and capital controls disguised as patriotism (i.e ESG &amp; The Climate Crisis). https://t.co/DAO0mXhOsx",1,0,1,
5295,Sat Nov 06 12:24:21 +0000 2021,Ithaca votes to decarbonize its buildings by 2030 to combat climate change: NPR https://t.co/WpspfkUuel,0,0,0,
55,Fri Jan 01 01:02:35 +0000 2021,10 steamy signs in 2020 that climate change is speeding up https://t.co/RQkXygmKCY,0,0,0,
4115,Wed Sep 01 09:56:24 +0000 2021,"To stop the climate crisis we need

✅ To cut emissions 45%+ below ‘10 levels by ‘30
✅ $100B/yr to help developing countries’ mitigation &amp; adaptation 

@g20 countries @EUCouncil @sussanley  @SitiNurbayaLHK @Michael_S_Regan and @ClimateEnvoy will you be our climate champions",0,0,0,
2176,Thu May 20 14:04:37 +0000 2021,"Later in the article: ""Schnell was also the co-recipient of the 2007 Nobel Peace Prize for his work on climate change."" Thank you for ALL your good work, Mr. Schnell! https://t.co/KBX2RPQoDT  #boulder #amreading",0,0,0,
6,Fri Jan 01 01:16:20 +0000 2021,I actually believe that if we had tree waifus weebs would actually do something to stop global warming.,0,0,0,
6116,Mon Dec 06 19:23:09 +0000 2021,"as it will force us to stop our factories and wheel of carbonic life for many months,then,it raises the intensity of the unprecedented climate war to destroy the global warming theory?
Imam Nasser Mohammed Al-Yamani
14-10-2021
#They_Say_A_Shelter_Is_Needed
evqZ=q",0,20,17,
4675,Mon Sep 27 10:16:16 +0000 2021,"It’s no coincidence that the popularity of zero-waste lifestyles happens to coincide with mounting evidence that climate change will be the defining event of this country and the whole world.Systematically let's implement zero waste laws, practice and sustain. #SCEFforZeroWaste https://t.co/HnJHhHIadR",0,1,2,
4152,Wed Sep 01 09:50:37 +0000 2021,"My worries, Sept. 1st 2021:
1. War
2. Climate Change
3. That the new ABBA songs will be shit",4,2,10,
2027,Wed Apr 07 07:12:03 +0000 2021,Bank boards have conflicts of interest over climate – and it shows in the fossil fuels they back - https://t.co/oqdialsOfm,0,0,0,
130,Fri Jan 01 00:40:43 +0000 2021,"Here is the school ID
@KamalaHarris @PreetBharara 
@mindykaling 
He is gentle and affable unlike Greta.
His solution to global warming is very simple and easy to implement.
Thanks https://t.co/bRiI3v8cEC",0,0,0,
1426,Mon Feb 22 06:17:11 +0000 2021,"Climate change is real, but not man made  it change all the time.  Check your history and geology",1,1,2,
5745,Mon Nov 29 15:32:27 +0000 2021,"""Usually, on a summer day, you can see the other side of Lake Tahoe clearly. But for much of this summer, you couldn't see more than a few miles in front of you due to smoke from wildfires."" https://t.co/ibdhPaMm6b",0,0,0,
1153,Thu Jan 28 03:32:54 +0000 2021,Kerry and his family fly in their private jet while promoting climate change...hypocrisy at its finest.,0,0,0,
6412,Sat Dec 25 20:04:06 +0000 2021,"now they’re talking about “the biblical end times”… girlies the end times is climate change, not someone asking  you to wear a mask and get vaccinated",0,0,4,
729,Wed Feb 17 02:33:28 +0000 2021,Hows that green new deal and climate change working for you uncle joe that put thousands put of work with an exec order you ahole @POTUS https://t.co/rggouGmVnG,0,0,0,
791,Wed Feb 17 02:29:32 +0000 2021,"Q:Cows contribute more to climate change in a year than cars do in the same amount of time.
A. True Cows produce methane, while cars produce carbon dioxide. Methane is a much more powerful and damaging greenhouse gas than co2, although it stays in the atmos for less time",0,0,0,
3392,Tue Jul 13 22:28:40 +0000 2021,"CO2-induced permadrought update from climate cultist @EmmaVigeland, who said ""This horrific pandemic is child’s play compared to the eventual widespread impact of climate change, our world’s greatest threat"": 

""So is it going to rain every fucking weekend this summer, or...? https://t.co/qaG1zrK186",3,7,22,
3601,Tue Aug 31 00:37:29 +0000 2021,If you think lockdowns will stop with covid. In the on deck circle is the climate crisis hoax,0,0,2,
4423,Mon Sep 27 10:54:34 +0000 2021,"Women in Tech, we've got some great news for you!

🔥 F for Femme is coming back to Station F on Oct 6th. This year's exclusive event will focus on health, climate change, space and money.

👉 Request an invite to join us IRL: https://t.co/i4ZUGUJIkE https://t.co/iYYEIZm8zo",0,1,6,
6403,Sat Dec 25 20:08:27 +0000 2021,Anyone else wonder how any of us have credibility discussing some critical topic of the moment while we collectively ignore climate change every minute of every day?,0,0,0,
775,Wed Feb 17 02:31:03 +0000 2021,"I believe that the real problem in this world is not climate change; the real problem is us because of our ignorance and apathy. What we have to do is to start changing our ways, to start recalibrating our minds, and redirecting our steps, https://t.co/oWVsawGceB",1,0,0,
3721,Tue Aug 31 00:21:31 +0000 2021,"I have zero tolerance for climate change denying, anti-vaxx conspiracy theoridiots. We are deep deep into multiple messes right now, and the density of those issues is compounded by their moronity.",1,4,27,
4336,Wed Sep 01 09:23:53 +0000 2021,"The UK is heavily involved in ensuring new technologies capable of reducing emissions &amp; impacting on global warming continue to develop. In our work as patent attorneys, we are seeing a number of initiatives producing high rates of innovation 👉 https://t.co/3fHwA5K33c https://t.co/iU4TU78TLB",0,0,1,
5687,Mon Nov 29 15:40:00 +0000 2021,"last night I dreamt vividly of much-higher-than-normal tides; this morning I read they’re really here, prompted by the sun, moon, and earth coming to their closest alignment. (though apparently they’re higher in other parts of the world than where I live.) https://t.co/howswwKekb",0,0,4,
1498,Mon Feb 22 05:55:48 +0000 2021,"Oh look! On the one hand, bitcoin mining isn’t affecting climate change as much as we feared. On the other hand, ALBERTA is the world’s third largest contributor of bitcoin carbon emissions. More than Russia.
 https://t.co/MIHb14kOf9",0,0,1,
4674,Mon Sep 27 10:16:43 +0000 2021,"""Climate Change Is Not A Joke""

Awsome visuals Wren. I always seek your explanations and irl size scales （*＾-＾*）
https://t.co/fvYWCnXR0b https://t.co/KpiUBYUSS0",0,1,3,
